No,Product_name,Company,Ai
23377,EPIK,"SIPCAM INAGRA, S.A.",ACETAMIPRID 20% [SP] P/P
23392,SYLLIT FLOW,ARYSTA LIFESCIENCE BENELUX Sprl.,DODINA 40% [SC] P/V
23394,PISTOL AV,BASF ESPAÑOLA S.L.U.,DIFLUFENICAN 4% + GLIFOSATO 25% (SAL ISOPROPILAMINA) [SC] P/V
23396,ISONET L,CBC (EUROPE) S.R.L.,"E/Z-7,9-DODECADIENIL ACETATO 64,3% (172 MG/DIFUSOR) [VP] P/P"
23402,UPDOWN,PROBELTE S.A.U.,MOJANTE NO IONICO 58% [SL] P/V
23405,SAFOAM FORTE,"CIA. IBERICA BROGDEX, S. A.",DETERGENTE BIODEGRADABLE 7% [SL] P/V
23422,CABRIO,BASF ESPAÑOLA S.L.U.,PIRACLOSTROBIN 25% [EC] P/V
23433,BORNEO,"KENOGARD, S.A.",ETOXAZOL 11% [SC] P/V
23435,PLATFORM 40 WG,"FMC Agricultural Solutions, S.A.U.",CARFENTRAZONA-ETIL 40% [WG] P/P
23436,KOCIDE OPTI,SPIESS-URANIA CHEMICALS GMBH,HIDROXIDO CUPRICO 30% (EXPR. EN CU) [WG] P/P
23442,CLIC 70 WG,"UPL IBERIA, S.A.",METAMITRONA 70% [WG] P/P
23454,CODIMUR SC,"EXCLUSIVAS SARABIA, S.A.",OXICLORURO DE COBRE 52% (EXPR. EN CU) [SC] P/V
23457,MATACARACOLES LAINCO,SHARDA EUROPE BVBA,METALDEHIDO 5% (ADICIONADO DE COLORANTE) [GB] P/P
23465,CUPRITAL SUPER,"TRADE CORPORATION INTERNATIONAL, S.A.U.",MANCOZEB 20% + OXICLORURO DE COBRE 30% (EXPR. EN CU) [WP] P/P
23476,SOFREVAL 80 WG,"IQV AGRO ESPAÑA, S.L.",AZUFRE 80% [WG] P/P
23479,CHAS 5 G AGRODAN,"FMC Agricultural Solutions, S.A.U.",CLORPIRIFOS 5% [GR] P/P
23480,CLORPIRIFOS 5 G DA,"FMC Agricultural Solutions, S.A.U.",CLORPIRIFOS 5% [GR] P/P
23481,GLUTOL,"NUFARM ESPAÑA, S.A.",CLORTOLURON 50% [SC] P/V
23483,METAMITRON 70 WG,UPL EUROPE LTD. (UK),METAMITRONA 70% [WG] P/P
23489,ACRUX,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,HEXITIAZOX 10% [WP] P/P
23495,IKEBANA ANTILIMACOS,SHARDA EUROPE BVBA,METALDEHIDO 5% [GB] P/P
23500,TRIDENTE,"TRADE CORPORATION INTERNATIONAL, S.A.U.",MANCOZEB 15% + OXICLORURO DE COBRE 10% (EXPR. EN CU) + SULFATO CUPROCALCICO 10% [WP] P/P
23514,GUCOR 20-8,"INDUSTRIAS QUIMICAS DEL VALLES, S.A.",MANCOZEB 8% + SULFATO CUPROCALCICO 20% (EXPR. EN CU) [WP] P/P
23515,BRANDT TRAXI 30-20,"BRANDT EUROPE, S.L.",MANCOZEB 20% + OXICLORURO DE COBRE 30% (EXPR. EN CU) [WP] P/P
23523,COTTOLINZ,"NUFARM ESPAÑA, S.A.",FLUOMETURON 50% [SC] P/V
23529,DOMARK EVO,ISAGRO S.P.A.,"TETRACONAZOL 12,5% [ME] P/V"
23535,BARCLAY EYETAK 450,"BARCLAY CHEMICALS MANUFACTURING, LTD.",PROCLORAZ 45% [EC] P/V
23542,FERSEX CHS CAPSULAS TM,"SOCIEDAD ESPAÑOLA DE DESARROLLOS QUIMICOS, S.L.","Z-11-HEXADECENAL 9,7% (4,9 MG/UNIDAD) + Z-9-HEXADECENAL 1% (0,5 MG/UNIDAD) + Z-13-OCTADECENAL 1,2% (0,6 MG/UNIDAD) [VP] P/P"
23545,DECIS PROTECH,"BAYER CROPSCIENCE, S.L.","DELTAMETRIN 1,5% [EW] P/V"
23554,CIMOCOB,"INDUSTRIAS QUIMICAS DEL VALLES, S.A.","CIMOXANILO 3% + SULFATO CUPROCALCICO 22,5% (EXPR. EN CU) [WP] P/P"
23555,MANCOFIT PLUS,"FORMULADORES AGROQUIMICOS EXTREMEÑOS, S.L.","MANCOZEB 17,5% + OXICLORURO DE COBRE 22% (EXPR. EN CU) [WP] P/P"
23557,FAECU-38,"FORMULADORES AGROQUIMICOS EXTREMEÑOS, S.L.",OXICLORURO DE COBRE 38% (EXPR. EN CU) [SC] P/V
23562,PREVICUR ENERGY,"BAYER CROPSCIENCE, S.L.",FOSETIL 31% + PROPAMOCARB 53% [SL] P/V
23563,CIMOXATE CU.,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,"CIMOXANILO 3% + SULFATO CUPROCALCICO 22,5% (EXPR. EN CU) [WP] P/P"
23564,MICROZUFRE,"UPL IBERIA, S.A.",AZUFRE 80% [WG] P/P
23574,ROMECTIN,ROTAM AGROCHEMICAL EUROPE LIMITED,"ABAMECTINA 1,8% [EC] P/V"
23576,BOXER,"EXCLUSIVAS SARABIA, S.A.",HIDROXIDO CUPRICO 25% (EXPR. EN CU) [WG] P/P
23583,MILDICUT,ISK BIOSCIENCES EUROPE N.V.,"CIAZOFAMIDA 2,5% [SC] P/V"
23586,CYBER,"SYNGENTA ESPAÑA, S.A.",CIROMAZINA 75% [WP] P/P
23594,WINNER COOP. PLUS 45,"FMC Agricultural Solutions, S.A.U.",GLIFOSATO 45% (SAL ISOPROPILAMINA) [SL] P/V
23595,GLYFOS 45 AGRODAN,"FMC Agricultural Solutions, S.A.U.",GLIFOSATO 45% (SAL ISOPROPILAMINA) [SL] P/V
23600,PUGIL CX,"SIPCAM INAGRA, S.A.","CIMOXANILO 5% + CLORTALONIL 37,5% [SC] P/V"
23602,ORTODEX,"CIA. IBERICA BROGDEX, S. A.","2- FENILFENOL 28,6% (SAL SÓDICA) [SL] P/V"
23603,KILSEC,"ADAMA AGRICULTURE ESPAÑA, S.A.",PIRIMICARB 50% [WG] P/P
23604,MERGER,"DOW AGROSCIENCES IBERICA, S.A.",BACILLUS THURINGIENSIS KURSTAKI (CEPA PB-54) 32% (32 MILL. DE U.I./G) [WP] P/P
23611,KABALA,"INDUSTRIAS QUIMICAS DEL VALLES, S.A.","CIMOXANILO 3% + SULFATO CUPROCALCICO 22,5% (EXPR. EN CU) [WP] P/P"
23614,BROTANOL,PROPLAN-PLANT PROTECTION CO. S.L.,PACLOBUTRAZOL 25% [SC] P/V
23619,JALISCO,PROPLAN-PLANT PROTECTION CO. S.L.,HEXITIAZOX 10% [WP] P/P
23622,CODIMUR 50,"EXCLUSIVAS SARABIA, S.A.",OXICLORURO DE COBRE 50% (EXPR. EN CU) [WP] P/P
23630,CLOFENTEZIN 50 SC,"NUFARM ESPAÑA, S.A.",CLOFENTEZIN 50% [SC] P/V
23633,OLICOBRE 70 SC,PROBELTE S.A.U.,OXICLORURO DE COBRE 70% (EXPR. EN CU) [SC] P/V
23635,CUPROMAN,"FORMULADORES AGROQUIMICOS EXTREMEÑOS, S.L.",MANCOZEB 20% + OXICLORURO DE COBRE 30% (EXPR. EN CU) [WP] P/P
23636,EMERALD,ISAGRO S.P.A.,"TETRACONAZOL 12,5% [ME] P/V"
23651,SHOGUN,"ADAMA AGRICULTURE ESPAÑA, S.A.",PROPAQUIZAFOP 10% [EC] P/V
23654,CARAKOL,SHARDA EUROPE BVBA,METALDEHIDO 5% (ADICIONADO DE COLORANTE) [GB] P/P
23657,CIRRUS 80 DF,"UPL IBERIA, S.A.",AZUFRE 80% [WG] P/P
23671,SUMILAN 25 WP,SUMITOMO CHEMICAL AGRO EUROPE S.A.S.,DIETOFENCARB 25% [WP] P/P
23672,PUGIL LA,"SIPCAM INAGRA, S.A.",CLORTALONIL 50% [SC] P/V
23679,SUMIFOL D,"KENOGARD, S.A.",DIETOFENCARB 25% [WP] P/P
23694,TEYCER C 3I,"TECNIDEX FRUIT PROTECTION, S.A.U.","IMAZALIL 0,3% [EW] P/V"
23695,CRUCERO,"SIPCAM INAGRA, S.A.","CIMOXANILO 5% + CLORTALONIL 37,5% [SC] P/V"
23699,SULCOX WP,ISAGRO S.P.A.,OXICLORURO DE COBRE 50% (EXPR. EN CU) [WP] P/P
23705,PERLAN,FINE AGROCHEMICALS LTD.,"6-BENZILADENINA 1,9% + GIBERELINAS A4/A7 1,9% [SL] P/V"
23711,KATANGA EXPRESS,PROPLAN-PLANT PROTECTION CO. S.L.,FOSETIL-AL 80% [WG] P/P
23712,MATECOR WG,"ADAMA AGRICULTURE ESPAÑA, S.A.",METRIBUZINA 70% [WG] P/P
23718,CHAMP DP,"NUFARM ESPAÑA, S.A.","HIDROXIDO CUPRICO 37,5% (EXPR. EN CU) [WG] P/P"
23725,RETO,"UPL IBERIA, S.A.",BENSULFURON-METIL 60% [WG] P/P
23734,SHOSHI,"LAINCO, S.A.",HEXITIAZOX 10% [WP] P/P
23738,DIPEL DF,"KENOGARD, S.A.",BACILLUS THURINGIENSIS KURSTAKI (CEPA ABTS-351) (32 MILL. DE CLU/g) 54% (540 g/kg) [WG] P/P
23739,AVAUNT,"DU PONT IBERICA, S.L.",INDOXACARB 15% [SC] P/V
23740,KINO,"UPL IBERIA, S.A.",BENSULFURON-METIL 60% [WG] P/P
23743,FESTIVAL,"LAINCO, S.A.","CIMOXANILO 3% + SULFATO CUPROCALCICO 22,5% (EXPR. EN CU) [WP] P/P"
23748,COLLIS,BASF ESPAÑOLA S.L.U.,BOSCALIDA 20% + KRESOXIM-METIL 10% [SC] P/V
23750,CANTUS,BASF ESPAÑOLA S.L.U.,BOSCALIDA 50% [WG] P/P
23760,DECCOFOS,DECCO IBERICA POST COSECHA S.A.U.,FOSETIL-AL 45% [SC] P/V
23764,RUNNER,"DOW AGROSCIENCES IBERICA, S.A.",METOXIFENOCIDA 24% [SC] P/V
23775,NIMROD EC N,"ADAMA AGRICULTURE ESPAÑA, S.A.",BUPIRIMATO 25% [EC] P/V
23782,DECIS EXPERT,"BAYER CROPSCIENCE, S.L.",DELTAMETRIN 10% [EC] P/V
23788,CARFAL WG,"ADAMA AGRICULTURE ESPAÑA, S.A.",FOSETIL-AL 80% [WG] P/P
23800,PUGIL EXTRA,SIPCAM IBERIA S.L.,"CLORTALONIL 25% + TETRACONAZOL 6,25% [SE] P/V"
23804,AGROXIFEN,Goal Up Lifesciences GmbH,OXIFLUORFEN 24% [SC] P/V
23808,SPINTOR-CEBO,"DOW AGROSCIENCES IBERICA, S.A.","SPINOSAD 0,024% [CB] P/V"
23817,PANAREX,ARYSTA LIFESCIENCE REGISTRATIONS GREAT BRITAIN LTD.,QUIZALOFOP-P-TEFURIL 4% [EC] P/V
23818,MOJANTE QUIMUR,"EXCLUSIVAS SARABIA, S.A.",ALQUIL POLIGLICOL 20% (ETER) [SL] P/V
23820,FOLTEL,"SIPCAM INAGRA, S.A.","CIMOXANILO 4% + FOLPET 33,4% [SC] P/V"
23821,MANPLUS,"SIPCAM INAGRA, S.A.",CIMOXANILO 4% + MANCOZEB 40% [WP] P/P
23826,LABIN MOJANTE PLUS,PRODUCTOS AGRICOLAS MACASA,ALQUIL POLIGLICOL 20% (ETER) [SL] P/V
23838,DITENE PLUS,"INDUSTRIAL QUIMICA KEY, S.A.",ALQUIL POLIGLICOL 20% (ETER) [SL] P/V
23840,UPALA DIRECT,"LAINCO, S.A.",CIPERMETRIN 0.01% [AL] P/V
23843,SUPERCOBRE-MZ,"PRODUCTOS A.J.F., S.L.",MANCOZEB 20% + OXICLORURO DE COBRE 30% (EXPR. EN CU) [WP] P/P
23852,CALDO BORDELES RSR DISPERSS,"UPL IBERIA, S.A.",SULFATO CUPROCALCICO 20% (EXPR. EN CU) [WG] P/P
23854,TRANIL,SHARDA EUROPE BVBA,"MICLOBUTANIL 12,5% [EC] P/V"
23855,CRETIOL,L. GOBBI S.R.L.,"ACIDO GIBERELICO 0,5% + MCPA 1% (ESTER TIOETILICO) [EC] P/V"
23857,KOHINOR,"NUFARM ESPAÑA, S.A.",IMIDACLOPRID 20% [SL] P/V
23858,KLARTAN EW,"ADAMA AGRICULTURE ESPAÑA, S.A.",TAU-FLUVALINATO 24% [EW] P/V
23859,OSSIRAME EXTRA 50 WP,MANICA COBRE S.L.,OXICLORURO DE COBRE 50% (EXPR. EN CU) [WP] P/P
23881,PERCIX,"INDUSTRIAS QUIMICAS DEL VALLES, S.A.","CIMOXANILO 3% + SULFATO CUPROCALCICO 22,5% (EXPR. EN CU) [WP] P/P"
23883,BORDELÉS LUQSA,"ALINTRA, S.A.",SULFATO CUPROCALCICO 20% [WP] P/P
23886,FRUITFOG-I,FOMESA FRUITECH S.L.,IMAZALIL 25% [FD] P/P
23887,FOLPAN DUO,"INDUSTRIAS QUIMICAS DEL VALLES, S.A.",FOLPET 10% + SULFATO CUPROCALCICO 20% (EXPR. EN CU ) [WP] P/P
23888,CITROSOL A IMAD 2 TBZ 5,PRODUCTOS CITROSOL S.A.,"IMAZALIL 0,2% + Tiabendazol 0,5% [EW] P/V"
23889,KOPY,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,IMIDACLOPRID 20% [SL] P/V
23891,CALDO BORDELES VALLES,"INDUSTRIAS QUIMICAS DEL VALLES, S.A.",SULFATO CUPROCALCICO 20% (EXPR. EN CU) [WP] P/P
23900,FENHORT,L. GOBBI S.R.L.,"ACIDO GIBERELICO 0,25% + MCPA 0,25% (ESTER TIOETILICO) [EC] P/V"
23902,ALBELDA MOJANTE PLUS,"INSECTICIDAS ALBELDA, S.L.",ALQUIL POLIGLICOL 20% (ETER) [SL] P/V
23907,ZAPING,"UPL IBERIA, S.A.",METAMITRONA 70% [WG] P/P
23912,ANIBAL,"ADAMA AGRICULTURE ESPAÑA, S.A.","CLORTOLURON 40% + DIFLUFENICAN 2,5% [SC] P/V"
23917,FENFEN,"LAINCO, S.A.",OXIFLUORFEN 24% [EC] P/V
23919,SMARTFRESH,AGROFRESH HOLDING FRANCE S.A.S.,"1-METILCICLOPROPENO 3,3% [VP] P/P"
23927,COURAZE,"FMC Agricultural Solutions, S.A.U.",IMIDACLOPRID 20% [SL] P/V
23934,CUBIX,"BAYER CROPSCIENCE, S.L.","FORAMSULFURON 2,25% [OD] P/V"
23939,TRAXI 70 FLOW,"BRANDT EUROPE, S.L.",OXICLORURO DE COBRE 70% (EXPR. EN CU) [SC] P/V
23940,KOX,"INDUSTRIAS QUIMICAS DEL VALLES, S.A.",HIDROXIDO CUPRICO 50% (EXPR. EN CU) [WP] P/P
23943,"MERPAN 47,5 SC","ADAMA AGRICULTURE ESPAÑA, S.A.","CAPTAN 47,5% [SC] P/V"
23952,HIDROXIGREEN 50,PROBELTE S.A.U.,HIDROXIDO CUPRICO 50% (EXPR. EN CU) [WP] P/P
23956,TERRASITA,"TRADE CORPORATION INTERNATIONAL, S.A.U.",IMIDACLOPRID 20% [SL] P/V
23959,MOJANTE ORO NO IONICO,"QUIMICAS ORO, S.A.",ALQUIL POLIGLICOL 20% (ETER) [SL] P/V
23972,ENVIDOR,"BAYER CROPSCIENCE, S.L.",SPIRODICLOFEN 24% [SC] P/V
23975,ZICOLUQ 320,"INDUSTRIAS QUIMICAS DEL VALLES, S.A.",MANCOZEB 20% + OXICLORURO DE COBRE 30% (EXPR. EN CU) [WP] P/P
23976,BAZTHU-32,"KENOGARD, S.A.","BACILLUS THURINGIENSIS KURSTAKI (CEPA ABTS-351, 640 g/kg) 64 % (32 millones de CLU/g) [WP] P/P"
23977,SIGNUM,BASF ESPAÑOLA S.L.U.,"PIRACLOSTROBIN 6,7% + BOSCALIDA 26,7% (I) [WG] P/P"
23987,"NEORAM 37,5 WG",ISAGRO S.P.A.,"OXICLORURO DE COBRE 37,5% (EXPR. EN CU ) [WG] P/P"
23992,BROMOTRIL 25 SC,"ADAMA AGRICULTURE ESPAÑA, S.A.",BROMOXINIL 25% [SC] P/V
24000,DADORA WG,"ADAMA AGRICULTURE ESPAÑA, S.A.",METRIBUZINA 70% [WG] P/P
24001,TORNADO-N,"ADAMA AGRICULTURE ESPAÑA, S.A.",METAMITRONA 70% [SC] P/V
24003,FURY,"FMC Agricultural Solutions, S.A.U.",ZETA-CIPERMETRIN 10% [EW] P/V
24004,LEGACY PLUS N,"ADAMA AGRICULTURE ESPAÑA, S.A.","CLORTOLURON 40% + DIFLUFENICAN 2,5% [SC] P/V"
24010,OBERON,"BAYER CROPSCIENCE, S.L.",SPIROMESIFEN 24% [SC] P/V
24011,OBERON N,"BAYER CROPSCIENCE, S.L.",SPIROMESIFEN 24% [SC] P/V
24014,ACTIROB B,OLEON N.V.,"ACEITE DE COLZA 84,2% (EXPR. COMO ÉSTER METÍLICO DE ÁCIDOS GRASOS VEGETALES) [EC] P/V"
24016,FUNGISTOP,"LAINCO, S.A.",AZUFRE 72% [SC] P/V
24017,SULCOX BORDELES,ISAGRO S.P.A.,SULFATO CUPROCALCICO 20% (EXPR. EN CU) [WP] P/P
24018,SANAGRICOLA BM WG,"ALINTRA, S.A.",SULFATO CUPROCALCICO 20% (EXPR.EN CU) [WG] P/P
24022,VIPER,"DOW AGROSCIENCES IBERICA, S.A.","PENOXSULAM 2,04% [OD] P/V"
24027,NAUTILE,"UPL IBERIA, S.A.",CIMOXANILO 5% + MANCOZEB 68% [WG] P/P
24030,BROMAGRO,"NUFARM ESPAÑA, S.A.","BROMOXINIL 22,5% (ESTER OCTANÓICO) [EC] P/V"
24033,KOSSO,"NUFARM ESPAÑA, S.A.",IMIDACLOPRID 20% [SL] P/V
24035,LEXONE 70 WG,"ADAMA AGRICULTURE ESPAÑA, S.A.",METRIBUZINA 70% [WG] P/P
24037,MIRENAL,PROBELTE S.A.U.,DIFLUFENICAN 30% [SC] P/V
24039,CUPROSAN WG,"ALINTRA, S.A.",OXICLORURO DE COBRE 50% (EXPR. EN CU) [WG] P/P
24042,HELIOSOL,ACTION PIN,"ALCOHOLES TERPENICOS 66,5% [EC] P/V"
24046,FLORANID DOBLE ACCION,"COMPO IBERIA, S.L.","2,4-D ACIDO 0,7% (SAL DIMETILAMINA) + DICAMBA 0,1% (SAL DIMETILAMINA) [GR] P/P"
24058,DICONOX 52 FLOW,"INDUSTRIAS QUIMICAS DEL VALLES, S.A.",OXICLORURO DE COBRE 52% (EXPR. EN CU) [SC] P/V
24062,MILBEKNOCK,"BELCHIM CROP PROTECTION ESPAÑA, S.A.","MILBEMECTINA 0,93% [EC] P/V"
24063,CAMIX,"SYNGENTA ESPAÑA, S.A.",MESOTRIONA 4% + S-METOLACLORO 40% [SE] P/V
24064,CENTINELA 10 EC,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,PENCONAZOL 10% [EC] P/V
24081,QUIZALOP,"ADAMA AGRICULTURE ESPAÑA, S.A.",QUIZALOFOP-P-ETIL 5% [EC] P/V
24082,LEOPARD,"ADAMA AGRICULTURE ESPAÑA, S.A.",QUIZALOFOP-P-ETIL 5% [EC] P/V
24085,MOHICAN 50 SC,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,DIFLUFENICAN 50% [SC] P/V
24086,AFROCOBRE HC,"IQV AGRO ESPAÑA, S.L.",HIDROXIDO CUPRICO 50% (EXPR. EN CU) [WP] P/P
24087,TREND 90,"FMC Agricultural Solutions, S.A.U.",MOJANTE NO IONICO 90% [SL] P/V
24089,MULIGAN,PROPLAN-PLANT PROTECTION CO. S.L.,PIRIPROXIFEN 10% [EC] P/V
24094,SPARTA,"FMC Agricultural Solutions, S.A.U.",TEBUCONAZOL 20% [EC] P/V
24096,EPSILON,"TOMCATO, S.A.",BACILLUS THURINGIENSIS KURSTAKI (CEPA PB-54) 32% (32 MILL. DE U.I./G) [WP] P/P
24110,DIFCAN 300 SC,"ADAMA AGRICULTURE ESPAÑA, S.A.",DIFLUFENICAN 30% [SC] P/V
24112,BUNAZOL 250,SHARDA EUROPE BVBA,TEBUCONAZOL 25% [EW] P/V
24121,BRAVO 720 SC,"SYNGENTA ESPAÑA, S.A.",CLORTALONIL 72% [SC] P/V
24123,POLTIX,SHARDA EUROPE BVBA,"MICLOBUTANIL 12,5% [EC] P/V"
24125,NOBLE,GLOBACHEM N.V.,DIFENOCONAZOL 25% [EC] P/V
24128,XANILO 45 WG,"SIPCAM INAGRA, S.A.",CIMOXANILO 45% [WG] P/P
24133,TORRID,"FMC Agricultural Solutions, S.A.U.","MICLOBUTANIL 12,5% [EC] P/V"
24136,AZUMO MG,AZUFRERA Y FERTILIZANTES PALLARÈS S.A.,AZUFRE 80% [WG] P/P
24137,SOLFOXIDANTE,AZUFRERA Y FERTILIZANTES PALLARÈS S.A.,AZUFRE 80% [DP] P/P
24138,AZUFRE LIQUIDO 800 G/L,AZUFRERA Y FERTILIZANTES PALLARÈS S.A.,AZUFRE 80% [SC] P/V
24143,VIVANDO,BASF ESPAÑOLA S.L.U.,METRAFENONA 50% [SC] P/V
24150,ATTRACK,"FMC Agricultural Solutions, S.A.U.",PROTEINAS HIDROLIZADAS 30% [SL] P/V
24151,ALLY 20 SX,"FMC Agricultural Solutions, S.A.U.",METSULFURON METIL 20% [SG] P/P
24156,ALISTER,"ADAMA AGRICULTURE ESPAÑA, S.A.",DIFLUFENICAN 50% [SC] P/V
24157,DIFLUFENICAN 50% SC,"ADAMA AGRICULTURE ESPAÑA, S.A.",DIFLUFENICAN 50% [SC] P/V
24158,FOX,"ADAMA AGRICULTURE ESPAÑA, S.A.",BIFENOX 48% [SC] P/V
24165,ALFIL DUPLO,"INDUSTRIAS AFRASA, S.A.",FOSETIL-AL 35% + MANCOZEB 35% [WP] P/P
24168,MOJABEL,PROBELTE S.A.U.,ALQUIL POLIGLICOL 20% (ETER) [SL] P/V
24172,FOX-N,"ADAMA AGRICULTURE ESPAÑA, S.A.",BIFENOX 48% [SC] P/V
24173,HEROCUPER 70 AZUL,HEROGRA ESPECIALES SL,OXICLORURO DE COBRE 70% (EXPR. EN CU) [SC] P/V
24185,KANTAREL,"TRADE CORPORATION INTERNATIONAL, S.A.U.",PENCONAZOL 10% [EC] P/V
24196,DISCOLO,"NUFARM ESPAÑA, S.A.",PIRIPROXIFEN 10% [EC] P/V
24200,NEEMAZAL T/S,"AGRICHEM, S.A.",AZADIRACTIN 1% (COMO AZADIRACTIN A) [EC] P/V
24201,SUPER STING,"MONSANTO AGRICULTURA ESPAÑA, S.L.U.",GLIFOSATO 24% (SAL POTÁSICA) [SL] P/V
24205,CIKEYCU,"INDUSTRIAS QUIMICAS DEL VALLES, S.A.","CIMOXANILO 3% + SULFATO CUPROCALCICO 22,5% (EXPR. EN CU) [WP] P/P"
24206,PERFIL,"FMC Agricultural Solutions, S.A.U.",HEXITIAZOX 10% [WP] P/P
24207,ALIAL,"FMC Agricultural Solutions, S.A.U.",FOSETIL-AL 80% [WP] P/P
24218,GRANSTAR 50 SX,"FMC Agricultural Solutions, S.A.U.",TRIBENURON-METIL 50% [SG] P/P
24235,MYSTIC,"NUFARM ESPAÑA, S.A.",TEBUCONAZOL 25% [EW] P/V
24239,MAMUT,"TRADE CORPORATION INTERNATIONAL, S.A.U.",DIFLUFENICAN 50% [SC] P/V
24242,CEDOMON,KOPPERT B.V.,PSEUDOMONAS CHLORORAPHIS 11% (8X10E12 UFC/L) [ES] P/V
24243,FLORAMITE 240 SC,ARYSTA LIFESCIENCE REGISTRATIONS GREAT BRITAIN LTD.,BIFENAZATO 24% [SC] P/V
24244,TUSAL,NEWBIOTECHNIC S.A. N.B.T,"TRICHODERMA ASPERELLUM (CEPA T25) 0,5% (1X10E8 UFC/G) + TRICHODERMA ATROVIRIDE (CEPA T11) 0,5% (1X10E8 UFC/G) [WG] P/P"
24252,EXPEDIENT 10 EC,ASCENZA PRODUCTOS PARA AGRICULTURA S.A.U.,PIRIPROXIFEN 10% [EC] P/V
24256,SIROFOP EC,PROPLAN-PLANT PROTECTION CO. S.L.,DICLOFOP 36% (ESTER METÍLICO) [EC] P/V
24266,"TASIS 12,5 EC",INDOFIL INDUSTRIES LIMITED (ITALIA),"MICLOBUTANIL 12,5% [EC] P/V"
24269,PICKILL,"SYNGENTA ESPAÑA, S.A.","ABAMECTINA 1,8% [EC] P/V"
24273,PIRITEC 5 GR,"TRADE CORPORATION INTERNATIONAL, S.A.U.",CLORPIRIFOS 5% [GR] P/P
24277,NOMINEE,"BAYER CROPSCIENCE, S.L.","BISPIRIBAC-SODIO 40,8% [SC] P/V"
24278,PHILABUSTER 400 SC,JANSSEN PMP N.V.,IMAZALIL 20% (SULFATO) + PIRIMETANIL 20% [SC] P/V
24279,TEMPLO EW,ROTAM AGROCHEMICAL EUROPE LIMITED,TEBUCONAZOL 25% [EW] P/V
24285,FUNGIBEN,"FMC Agricultural Solutions, S.A.U.","MICLOBUTANIL 12,5% [EC] P/V"
24288,FORTUNE AZA,SIPCAM OXON S.p.A.,"Azadiractin 2,6% (COMO AZADIRACTIN A) [EC] P/V"
24294,RIDOMIL GOLD MZ PEPITE,SYNGENTA ESPAÑA S.A.,"MANCOZEB 64% + METALAXIL-M 3,9% [WG] P/P"
24299,DIABLO,"INDUSTRIAS AFRASA, S.A.",HEXITIAZOX 10% [WP] P/P
24302,SAFARI,"FMC Agricultural Solutions, S.A.U.",METIL TRIFLUSULFURON 50% [WG] P/P
24313,OIKOS,SIPCAM OXON S.p.A.,"Azadiractin 2,6% (COMO AZADIRACTIN A) [EC] P/V"
24314,ALAZIN,"TRADE CORPORATION INTERNATIONAL, S.A.U.",PIRIPROXIFEN 10% [EC] P/V
24316,LLANERO,UPL BENELUX B.V.,IMIDACLOPRID 20% [SL] P/V
24317,HIDROCOBRE 50 ALINTRA,"ALINTRA, S.A.",HIDROXIDO CUPRICO 50% (EXPR. EN CU) [WP] P/P
24318,FANTIC M,ISAGRO ESPAÑA S.L.,MANCOZEB 65% + BENALAXIL-M 4% [WP] P/P
24319,EXILIS,FINE AGROCHEMICALS LTD.,"6-BENZILADENINA 2,1% [SL] P/V"
24323,HELIOSOUFRE S,ACTION PIN,AZUFRE 70% [SC] P/V
24332,MOJANTE FMC,"FMC Agricultural Solutions, S.A.U.",ALQUIL POLIGLICOL 20% (ETER) [SL] P/V
24335,"FRUITGARD-IS-7,5",FOMESA FRUITECH S.L.,"IMAZALIL 7,5% (SULFATO) [SL] P/V"
24337,SIDECAR M,ISAGRO S.P.A.,MANCOZEB 65% + BENALAXIL-M 4% [WP] P/P
24343,SAFRAN,ROTAM AGROCHEMICAL EUROPE LIMITED,"ABAMECTINA 1,8% [EC] P/V"
24358,LATINO,INDOFIL INDUSTRIES LIMITED (ITALIA),"MICLOBUTANIL 12,5% [EC] P/V"
24360,FRUITGARD-I-50,FOMESA FRUITECH S.L.,IMAZALIL 50% [EC] P/V
24364,OSSIRAME 70% FLOW,MANICA COBRE S.L.,OXICLORURO DE COBRE 70% (EXPR. EN CU) [SC] P/V
24370,MICROCROPS ESPECIAL WG,"FIELD PROTECTION, S.L.",AZUFRE 80% [WG] P/P
24371,MIRADOR XTRA,"ADAMA AGRICULTURE ESPAÑA, S.A.",AZOXISTROBIN 20% + CIPROCONAZOL 8% [SC] P/V
24378,PREGRESS,"NUFARM ESPAÑA, S.A.",TEBUCONAZOL 25% [EW] P/V
24379,OTRIA 25 EW,"NUFARM ESPAÑA, S.A.",TEBUCONAZOL 25% [EW] P/V
24383,NISSORUN,CERTIS EUROPE B.V. Sucursal en España,HEXITIAZOX 10% [WP] P/P
24384,"MASSOCUR 12,5 EC",SHARDA EUROPE BVBA,"MICLOBUTANIL 12,5% [EC] P/V"
24393,FRUIT FIX PLUS,AMVAC NETHERLANDS B.V.,1-NAFTILACÉTICO 10% [SL] P/V
24397,FOLPAN GOLD,"ADAMA AGRICULTURE ESPAÑA, S.A.","FOLPET 40% + METALAXIL-M 4,8% [WG] P/P"
